ALC,Origin,Destination,Number,FL Cap,Track,Production,Disabled,Deletion Date,Route,G/C,Distance,EU Emissions,Source,Updated,Valid Days,Valid Date,Valid From,Valid To,Aircraft,Acft Type,Route Qual,Origin Rwy,Destination Rwy,Comments
,PGSN,RKSI,31,390,,Yes,No,,PGSN DCT TOESS B586 VASKO DCT TAXON A597 OTOWA DCT KEC V55 ROKKO Y38 SAPRA Y685 GUKDO GUKDO2H RKSI,1689,1921,1737,MJ,2024-12-06 0216,,,,,,,,7,15L,"1. SPN/ICN UPR ROUTE(VASKO DCT TAXON) 2. SPN 07 DEP 3. JPN ATMC
CFMED RTE / POSSIBLE LOW ALT ASSIGN    
"
,PGSN,RKSI,32,380,,Yes,No,,PGSN DCT TOESS B586 TOMOL DCT TAXON A597 OTOWA DCT KEC V55 ROKKO Y38 SAPRA Y685 GUKDO GUKDO2H RKSI,1689,1966,1737,MJ,2024-12-06 0217,,,,,,,,7,15R,"1. SPN/ICN DETOUR RTE (TOMOL DCT TAXON) 2. SPN 07 DEP 3. RTE
AVAIL CHECKED FROM ATMC / POSSIBLE LOW ALT ASSIGN    
"
,PGSN,RKSI,40,380,,Yes,No,,PGSN DCT TERYY G205 TEGOD A337 DAGDA Y820 INUBO Y16 SAPRA Y685 GUKDO GUKDO2H RKSI,1689,2107,1737,GL,2021-12-10 0119,,,,,,,,7,15L,"1. SPN/ICN DETOUR(NRT) RTE
2. SPN DEP RWY 07
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK



"
,PGSN,RKSI,50,390,,Yes,No,,PGSN DCT OTTRE R584 KEITH A339 SABGU G339 LUKRA Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1689,2005,1737,SK,2025-06-17 0026,,,,,,,,7,15L,"1. SPN/ICN DETOUR(KEITH) RTE 2. SPN DEP RWY 07 3. NIL 4. RQ
DUAL HF, EDTO A/C 5. RMK - MUST BE LOADED LIFE RAFT  
"
,PGSN,RKSI,51,380,,Yes,No,,PGSN DCT OTTRE R584 SALVA R595 SAKON Y27 RUSAR Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN2H RKSI,1689,2154,1737,SK,2025-06-17 0027,,,,,,,,7,15L,"1. SPN/ICN DETOUR(OKA) RTE 2. SPN DEP RWY 07 3. NIL 4. RQ DUAL
HF, EDTO A/C 5. RMK - KIETH-OKA DETOUR RTE - MUST BE LOADED
LIFE RAFT   
"
,PGSN,RKSI,80,390,,Yes,No,,PGSN DCT RIDLL G339 HKC A582 BITUX DCT BASEM G585 GUKDO GUKDO1A RKSI,1689,1794,1737,JM,2023-07-21 1424,,,,,,,,7,15L,"1. SPN/ICN CONVENTIONAL RTE
2. SPN 07 DEP
3. NIL
4. 2HF, EDTO A/C
5. RMK
- ERASE ATC FPL 'R' AND PBN CAPA.

"
,PGSN,RKSI,81,250,,Yes,No,,PGSN DCT RIDLL G339 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1689,1879,1737,GL,2021-12-10 0134,,,,,,,,7,15L,"1. SPN/ICN 1PACK RTE
2. SPN DEP RWY 07
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
"
,PGSN,RKSI,98,390,,Yes,No,,PGSN DCT RICHH A597 BUBDO Y47 KEC Y24 SUC Y501 SASIK Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1689,2024,1737,MJ,2024-10-28 0729,,2024-10-27,,,,,,7,15L,"1. SPN/ICN NML RTE 2. SPN DEP RWY 07 3. NIL 4. RQ DUAL HF, EDTO
A/C 5. ROCKET LAUNCH AIP SUP 191/24  
"
,PGSN,RKSI,99,390,,Yes,No,,PGSN DCT RIDLL G339 MIMOD DCT SEPIA DCT HKC G339 SASIK Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1689,1897,1737,MJ,2025-01-08 0059,,,,,,,,7,15L,"1. SPN/ICN RTE 2. SPN DEP RWY 07 3. NIL 4. RQ DUAL HF, EDTO A/C
5. RMK - SPN PREF RWY 07 UP TO T/W 10KT - REFER RJJJ AIP SUP
215/24, ROCKET LAUNCH ESCAPE ROUTE    
"
,PGUM,PGSN,1,260,,Yes,No,,PGUM DCT UNZ DCT KAQTU W21 KATQO DCT PGSN,112,122,163,SK,2024-04-04 0137,,,,,,,,24R,24,"1. PGUM-PGSN DIVERT ROUTE 2. 2024.04.04
"
,PGUM,PGUA,1,150,,Yes,No,,PGUM DCT UNZ DCT OBALE DCT PGUA,10,36,61,MJ,2024-05-09 1125,,,,,,,,24R,24R,"1. PGUM-PGUA DIVER ROUTE 2. GUAM CERAP CFM TO FLW ATC
INSTRUCTION FOR DIVERSION 3. 'UNZ DCT OBALE' BASED ON MISSED
APCH PROC 4. 2024.04.05 
"
,PGUM,RJAA,1,390,,Yes,No,,PGUM DCT UNZ B586 SABRI Y873 FITTO Y87 BAFFY Y81 RUTAS RUTASG RJAA,1359,1454,1405,TL,2022-12-23 0143,,,,,,,,06L,16R,"1. NRT-GUM NML RTE
2. GUM 06 DEP
3. NIL
4. EDTO
5. RMK
- MEA FL250 (Y873), RNAV5, RNAV1 STAR


"
,PGUM,RJAA,2,390,,Yes,No,,PGUM DCT UNZ B586 SABRI Y873 FITTO Y87 BAFFY Y81 RUTAS RUTASG RJAA,1359,1454,1405,TL,2022-12-23 0143,,,,,,,,24L,16R,"1. NRT-GUM NML RTE
2. GUM 24 DEP
3. NIL
4. EDTO
5. RMK
- MEA FL250 (Y873), RNAV5, RNAV1 STAR


"
,PGUM,RJAA,20,390,,Yes,No,,PGUM DCT UNZ R595 KEITH A339 YOSHI DCT TIE DCT BAFFY Y81 RUTAS RUTASG RJAA,1359,1748,1405,MJ,2025-09-03 0547,,,,,,,,06L,16L,"1. NRT-GUM KEITH DETOUR 2. GUM 06 DEP 3. NIL 4. EDTO (LIFE
RAFT) 5. RMK - MEA FL180 (R595), RNAV5, RNAV1 STAR    
"
,PGUM,RJAA,21,390,,Yes,No,,PGUM DCT UNZ A597 TAXON A339 MAPDO Y85 MOE Y81 RUTAS RUTASG RJAA,1359,1541,1405,MJ,2025-09-03 0545,,,,,,,,06R,16R,"1. NRT-GUM DETOUR RTE 2. GUM 06 DEP 3. NIL 4. EDTO 5. RMK - MEA
FL250(Y85), RNAV5, RNAV1 STAR     
"
,PGUM,RJAA,22,390,,Yes,No,,PGUM DCT UNZ G339 SABGU A339 YOSHI DCT TIE DCT BAFFY Y81 RUTAS RUTASG RJAA,1359,1669,1405,MJ,2025-08-28 0446,,,,,,,,06R,16R,"1. NRT-GUM DETOUR (VIA SABGU) 2. GUM 06 DEP 3. NIL 4. EDTO 5.
RMK - MEA FL220 (A590), RNAV5, RNAV1 STAR  
"
,PGUM,RJAA,30,390,,Yes,No,,PGUM DCT UNZ G205 TEGOD A337 DAGDA Y819 OLVEK Y817 MENIX Y813 LUBLA LUBLAG RJAA,1359,1449,1405,TL,2022-01-05 2126,,,,,,,,06R,16R,"1. GUM-NRT DETOUR (EASTERN)
2. GUM 06 DEP
3. NIL
4. EDTO
5. RMK
- MEA FL260 (Y819), RNAV5, RNAV1 STAR

"
,PGUM,RJAA,40,370,,Yes,No,,PGUM DCT UNZ A450 DEWSS DCT KERRY B452 TONIK G223 BEGAD Y817 MENIX Y813 LUBLA LUBLAG RJAA,1359,1894,1405,CJ,2023-08-11 1112,,,,,,,,06L,16R,
,PGUM,RJAA,80,390,,Yes,No,,PGUM DCT UNZ B586 SABRI DCT TIE DCT ONASU DCT BINKS BINKSN RJAA,1359,1459,1405,MJ,2025-08-28 0551,,,,,,,,06R,16L,"1. NRT-GUM CONV RTE 2. GUM 06 DEP 3. CHECK RTE AVAILABILITY TO
ATC BEFORE USING 4. EDTO 5. RMK - MEA FL200 (A590)  
"
,PGUM,RJAA,81,250,,Yes,No,,PGUM DCT UNZ B586 SABRI Y873 FITTO Y87 BAFFY Y81 RUTAS RUTASG RJAA,1359,1454,1405,TL,2022-01-03 1151,,,,,,,,06R,16R,"1. NRT-GUM FL250 RTE
2. GUM 06 DEP
3. NIL
4. EDTO
5. RMK
- MEA FL250 (Y873), RNAV5, RNAV1 STAR


"
,PGUM,RJAA,90,390,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC Y43 ISEBI Y81 RUTAS RUTASG RJAA,1359,1685,1405,MJ,2024-12-06 0220,,,,,,,,06R,16R,"1. NRT-GUM DETOUR RTE (NGO) 2. GUM 06 DEP 3. NIL 4. EDTO 5. RMK
- MEA FL250(Y85), RNAV5, RNAV1 STAR    
"
,PGUM,RJBB,1,390,,Yes,No,,PGUM DCT WUVEN A597 BUBDO Y47 TAPOP Y46 EVERT EVERTM RJBB,1361,1462,1408,MJ,2025-03-17 0600,,,,,,,,06L,24R,"1. GUM/KIX NML RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL HF, EDTO
A/C 5. RMK - GUM PREF RWY 06L UP TO T/W 10KT    
"
,PGUM,RJBB,2,390,,Yes,No,,PGUM DCT WUVEN A597 BUBDO Y47 TAPOP Y46 EVERT EVERTM RJBB,1361,1462,1408,MJ,2025-03-17 0602,,,,,,,,24R,24R,"1. GUM/KIX NML RTE 2. GUM DEP RWY 24 3. NIL 4. DUAL HF, EDTO
A/C 5. RMK - GUM PREF RWY 06L UP TO T/W 10KT    
"
,PGUM,RJBB,20,390,,Yes,No,,PGUM DCT UNZ G339 SABGU A339 TAXON A597 BUBDO Y47 TAPOP Y46 EVERT EVERTM RJBB,1361,1594,1408,MJ,2025-03-17 0604,,,,,,,,06L,24R,"1. GUM/KIX DETOUR(G339) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL
HF, EDTO A/C 5. RMK - G339-A339 DETOUR RTE    
"
,PGUM,RJBB,21,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y53 NIXOV NIXOVM RJBB,1361,1658,1408,MJ,2025-03-13 0747,,,,,,,,06L,24L,"1. GUM/KIX DETOUR(G339) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL
HF, EDTO A/C 5. RMK - G339-Y53 DETOUR RTE   
"
,PGUM,RJBB,30,390,,Yes,No,,PGUM DCT UNZ B586 XAC V17 SZE Y295 GAKKI Y55 KOHWA Y12 KEC Y43 KISEI Y46 EVERT EVERTM RJBB,1361,1706,1408,MJ,2025-03-17 0607,,,,,,,,06L,24R,"1. GUM/KIX DETOUR(NGO) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL HF,
EDTO A/C 5. RMK    
"
,PGUM,RJBB,31,390,,Yes,No,,PGUM DCT UNZ G205 TEGOD A337 DAGDA Y821 UTIBO Y502 TOKIS Y50 ELNIS Y564 IBENO Y56 KEC Y43 KISEI Y46 EVERT EVERTM RJBB,1361,1801,1408,MJ,2025-03-17 0607,,,,,,,,06L,24R,"1. GUM/KIX DETOUR(NRT) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL HF,
EDTO A/C 5. RMK    
"
,PGUM,RJBB,40,390,,Yes,No,,PGUM DCT UNZ R595 KEITH A339 TAXON A597 BUBDO Y47 TAPOP Y46 EVERT EVERTM RJBB,1361,1672,1408,MJ,2025-03-18 0417,,,,,,,,06L,24R,"1. GUM/KIX DETOUR(KEITH) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL
HF, EDTO A/C 5. RMK - KEITH-A339-A597 DETOUR RTE - MUST BE
LOADED LIFE RAFT    
"
,PGUM,RJBB,41,390,,Yes,No,,PGUM DCT UNZ R595 KEITH A339 SABGU G339 LUKRA Y53 NIXOV NIXOVM RJBB,1361,1736,1408,MJ,2025-03-13 0758,,,,,,,,06L,24L,"1. GUM/KIX DETOUR(KEITH) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL
HF, EDTO A/C 5. RMK - A339-KEITH DETOUR RTE - MUST BE LOADED
LIFE RAFT  
"
,PGUM,RJBB,42,390,,Yes,No,,PGUM DCT UNZ R595 SAKON Y579 ONC Y45 BOMAP Y25 MOMPA M750 MADOG Y53 NIXOV NIXOVM RJBB,1361,2070,1408,MJ,2025-03-13 0759,,,,,,,,06L,24L,"1. GUM/KIX DETOUR(KEITH) RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL
HF, EDTO A/C 5. RMK - KEITH-SAKON DETOUR RTE - MUST BE LOADED
LIFE RAFT  
"
,PGUM,RJBB,80,390,,Yes,No,,PGUM DCT WUVEN A597 OTOWA DCT KEC DCT JOSIN DCT RJBB,1361,1397,1408,MJ,2024-12-06 0221,,,,,,,,06L,24R,"1. GUM/KIX CONVENTIONAL RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL
HF, EDTO A/C 5. RMK - REF JP AIC      
"
,PGUM,RJBB,81,390,,Yes,No,,PGUM DCT WUVEN A597 TAPOP Y46 EVERT EVERTM RJBB,1361,1462,1408,MJ,2025-03-17 0608,,,,,,,,06L,24R,"1. GUM/KIX 1PACK RTE 2. GUM DEP RWY 06 3. NIL 4. DUAL HF, EDTO
A/C 5. RMK - SAME NML RTE - MEA FL160(Y46)  
"
,PGUM,RJFF,10,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 SASIK Y14 OSTEP DCT HONOK HONOKE RJFF,1439,1557,1487,MJ,2025-03-13 0206,,,,,,,,06L,16L,"1. GUM/FUK NML RTE 2. MEA FL230(Y208) 3. RNAV5(Y14, Y208) 4.
DUAL HF/SINGLE GPS REQUIRED 5. 2020-04-20  
"
,PGUM,RJFF,30,390,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC V55 SANDA Y28 MARCO Y256 STOUT Y20 KIRIN KIRINK RJFF,1439,1750,1487,MJ,2025-03-13 0143,,,,,,,,06L,34L,"1. GUM-FUK NGO DE-TOUR RTE 2. 2018-08-14   
"
,PGUM,RJFF,40,390,,Yes,No,,PGUM DCT UNZ B586 XAC V17 SZE Y295 KCC Y28 MARCO Y256 STOUT Y20 KIRIN KIRINK RJFF,1439,1883,1487,MJ,2025-03-13 0138,,,,,,,,06L,34L,"I. GUM-FUK NGO DE-TOUR RTE 2. 2019-08-14 
"
,PGUM,RJGG,1,380,,Yes,No,,PGUM DCT UNZ A597 BUBDO Y47 KEC Y415 NATCH Y755 CARDS CARDSN RJGG,1355,1435,1402,MJ,2024-06-13 1146,,,,,,,,06R,18,"1. GUM-NGO NML RTE 2. GUM 06 DEP 3. NIL 4. EDTO 5. RMK - MEA
FL090 (Y415), RNAV5, RNAV1 STAR 
"
,PGUM,RJGG,2,380,,Yes,No,,PGUM DCT UNZ A597 BUBDO Y47 KEC Y415 NATCH Y755 CARDS CARDSN RJGG,1355,1435,1402,MJ,2024-06-13 1146,,,,,,,,24L,18,"1. GUM-NGO NML RTE 2. GUM 24 DEP 3. NIL 4. EDTO 5. RMK - MEA
FL090 (Y415), RNAV5, RNAV1 STAR 
"
,PGUM,RJGG,10,380,,Yes,No,,PGUM DCT UNZ A597 BUBDO Y47 KEC Y415 NATCH Y755 CARDS CARDSN RJGG,1355,1435,1402,MJ,2025-03-17 0733,,,,,,,,06L,18,"1. GUM-NGO NML RTE 2. MEA 6000  
"
,PGUM,RJGG,20,380,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y53 MADOG M750 IMPAL Y755 CARDS CARDSN RJGG,1355,1718,1402,TL,2022-01-06 0029,,,,,,,,06L,18,"1. GUM-NGO DETOUR RTE
2. GUM 06 DEP
3. NIL
4. EDTO
5, RMK
- MEA FL270 (Y53), RNAV5, RNAV1 STAR
"
,PGUM,RJGG,30,390,,Yes,No,,PGUM DCT OTTRE R595 KEITH A339 TAXON A597 BUBDO Y47 KEC Y415 NATCH DCT CARDS CARDSN RJGG,1355,1640,1402,MJ,2025-08-19 0535,,,,,,,,06L,18,"1. GUM-NGO DE-TOUR RTE(KEITH) 2. RQUEIRED LIFE-RAFT 3.
2019-08-10  
"
,PGUM,RJGG,31,390,,Yes,No,,PGUM DCT UNZ B586 XAC V17 TRIKE DCT RJGG,1355,1447,1402,TW,2019-08-12 1550,,,,,,,,06L,18,"GUM-NGO DETOUR RTE
"
,PGUM,RJGG,38,390,,Yes,No,,PGUM DCT UNZ B586 XAC V17 TRIKE DCT RJGG,1355,1447,1402,MJ,2025-08-19 0536,,,,,,,,06L,18,"GUM-NGO DETOUR RTE 
"
,PGUM,RJGG,40,390,,Yes,No,,PGUM DCT WINZR B586 XAC V17 TRIKE DCT RJGG,1355,1442,1402,MJ,2025-08-19 0537,,,,,,,,06L,18,"GUM-NGO DETOUR RTE 
"
,PGUM,RJGG,99,380,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC V52 SHIMA DCT RJGG,1355,1405,1402,MJ,2024-12-06 0222,,,,,,,,06L,36,"1.GUM-NGO NML RTE 2.MEA  
"
,PGUM,RJNS,10,390,,Yes,No,,PGUM DCT UNZ A597 BUBDO Y527 DOMBI Y57 MOSLO RJNS,1329,1442,1376,AY,2020-04-02 2224,,,,,,,,06L,12,"1. GUM/FSZ NML RTE
2. MEA FL250(Y572, Y57)
3. RNAV5(Y572, Y57)
4. DUAL HF REQUIRED
5. 2020-04-03

"
,PGUM,RJOA,10,380,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC Y24 JAKAL DCT PANCH DCT KRE V56 MARCO Y453 SUNFL DCT MISEN DCT HGE HONGO RJOA,1414,1594,1462,MJ,2024-06-13 1158,,,,,,,,06R,10,"*JPN ATFM RECOMMENDED RTE 1. GUM/HIJ NML RTE 2. MEA FL160(V28)
3. NOT PBN RTE 4. ADS-B, DUAL HF REQUIRED 5. 2019-12-28 
"
,PGUM,RJOM,10,390,,Yes,No,,PGUM DCT UNZ G339 HKC Y45 MARCO ROBINW RJOM,1388,1555,1436,TW,2020-04-20 0739,,,,,,,,06L,14,"1. GUM/MYJ NML RTE
"
,PGUM,RJOM,11,390,,Yes,No,,PGUM DCT UNZ A597 KEC Y24 JAKAL DCT PANCH DCT KRE V56 MYE DCT RJOM,1388,1480,1436,MJ,2024-12-06 0225,,,,,,,,06L,32,"1. GUM-MYJ NML RTE (A597, WHEN TGE U/S) 2. 2019-12-31    
"
,PGUM,RJOM,99,390,,Yes,No,,PGUM DCT UNZ G339 HKC V54 WOODY V40 MYE DCT RJOM,1388,1534,1436,TW,2020-04-20 0743,,,,,,,,06L,14,"1. ICN-MYJ CONVENTIONAL RTE
"
,PGUM,RKJB,10,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 INVOK Z91 PSN Y253 KWA DCT PEGRO DCT RKJB,1632,1732,1680,TL,2021-10-29 0434,,,,,,,,06L,1,"1. GUM/MWX NML RTE
2. MEA FL230(Y208)
3. RNAV2(Z91/Y253), RNAV5(Y208)
4. DUAL HF/SINGLE GPS REQUIRED

"
,PGUM,RKJB,40,390,,Yes,No,,PGUM DCT UNZ B586 XAC V17 SZE Y295 YME Y18 MIHOU Y206 KALEK Z84 PSN Y253 KWA DCT PUMBA DCT RKJB,1632,1990,1680,MJ,2025-08-19 0537,,,,,,,,06L,1,"1. GUM/MWX NGO RTE 
"
,PGUM,RKJB,98,390,,Yes,No,,PGUM DCT UNZ G205 TEGOD A337 DAGDA Y820 INUBO Y16 TEPEX Y22 MIHOU Y206 KALEK Z84 PSN Y253 KWA DCT PUMBA DCT RKJB,1632,2109,1680,MJ,2025-08-19 0538,,,,,,,,06L,1,"1. MWX - GUM DETOUR RTE(NRT) 2. 2020-01-13 
"
,PGUM,RKPK,1,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 INVOK PEDLO2 RKPK,1560,1588,1608,GL,2021-12-19 1152,,,,,,,,06L,36L,"1. GUM/PUS NML RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- GUM PREF RWY 06L UP TO T/W 10KT

"
,PGUM,RKPK,2,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 INVOK PEDLO2 RKPK,1560,1588,1608,GL,2021-12-19 1152,,,,,,,,24R,36L,"1. GUM/PUS NML RTE
2. GUM DEP RWY 24
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- GUM PREF RWY 06L UP TO T/W 10KT

"
,PGUM,RKPK,20,390,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC V55 YME Y18 MIHOU Y206 KALEK PEDLO2 RKPK,1560,1746,1608,MJ,2024-12-06 0227,,,,,,,,06L,36L,"1. GUM/PUS DETOUR(KIX) RTE 2. GUM DEP RWY 06 3. NIL 4. RQ DUAL
HF, EDTO A/C 5. RMK  
"
,PGUM,RKPK,21,390,,Yes,No,,PGUM DCT UNZ G339 SABGU A339 TAXON A597 OTOWA DCT KEC V55 YME Y18 MIHOU Y206 KALEK Z84 PSN PEDLO2 RKPK,1560,1889,1608,MJ,2024-12-06 0227,,,,,,,,06L,36L,"1. GUM/PUS DETOUR(KIX) RTE 2. GUM DPE RWY 06 3. NIL 4. RQ DUAL
HF, EDTO A/C 5. RMK - G339-KIX DETOUR RTE    
"
,PGUM,RKPK,22,390,,Yes,No,,PGUM DCT UNZ G339 AGIKA Z41 POTET Y579 RUGMA Z85 PAPLU Y571 ANROD KEVOX3 RKPK,1560,1726,1608,TL,2022-12-16 0812,,,,,,,,06R,36L,"1. GUM/PUS DETOUR(Z41) RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- CHK Z41 AVBL VIA NOTAM


"
,PGUM,RKPK,30,390,,Yes,No,,PGUM DCT UNZ B586 XAC V17 SZE Y295 YME Y18 MIHOU Y206 KALEK Z84 PSN RKPK,1560,1847,1608,GL,2021-12-19 1153,,,,,,,,06L,36L,"1. GUM/PUS DETOUR(NGO) RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK



"
,PGUM,RKPK,40,390,,Yes,No,,PGUM DCT UNZ G205 TEGOD A337 DAGDA Y820 INUBO Y16 TEPEX Y22 MIHOU Y206 KALEK Z84 PSN RKPK,1560,1965,1608,GL,2021-12-19 1153,,,,,,,,06L,36L,"1. GUM/PUS DETOUR(NRT) RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK



"
,PGUM,RKPK,50,390,,Yes,No,,PGUM DCT OTTRE R595 KEITH A339 SABGU G339 LUKRA Y208 INVOK PEDLO2 RKPK,1560,1665,1608,GL,2021-12-19 1153,,,,,,,,06L,36L,"1. GUM/PUS DETOUR(KEITH) RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- MUST BE LOADED LIFE RAFT


"
,PGUM,RKPK,51,390,,Yes,No,,PGUM DCT UNZ R595 SAKON Y27 RUSAR Y579 RUGMA Z85 PAPLU Y571 ANROD KEVOX3 RKPK,1560,1938,1608,TL,2022-12-16 0812,,,,,,,,06L,36L,"1. GUM/PUS DETOUR(OKA) RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- KEITH-OKA DETOUR RTE
- MUST BE LOADED LIFE RAFT

"
,PGUM,RKPK,70,390,,Yes,No,,PGUM DCT UNZ G339 PAKDO DCT 2615N13800E DCT 2700N13750E DCT 2840N13630E DCT 2900N13550E DCT DOVAG DCT HIDEK G339 MIMOD DCT SEPIA DCT HKC G339 SASIK Y208 INVOK PEDLO2 RKPK,1560,1782,1608,MJ,2025-08-19 0539,,,,,,,,06L,36L,#NAME?
,PGUM,RKPK,80,390,,Yes,No,,PGUM DCT UNZ G339 HKC A582 PSN RKPK,1560,1585,1608,JM,2023-07-21 1358,,,,,,,,06L,36L,"1. GUM/PUS CONVENTIONAL RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- DEL ATC FLIGHT PLAN ITEM 10 'R' AND
  ITEM 18 PBN CAPABILITY
- CHK RTE AVBL FM ATMC
"
,PGUM,RKPK,81,250,,Yes,No,,PGUM DCT UNZ G339 INVOK Z91 PSN RKPK,1560,1594,1608,GL,2021-12-19 1153,,,,,,,,06L,36L,"1. GUM/PUS 1PACK RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- BLW FL250

"
,PGUM,RKSI,1,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1743,1884,1791,GL,2021-12-10 0031,,,,,,,,06L,15L,"1. GUM/ICN NML RTE
2. GUM DEP RWY 06
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- GUM PREF RWY 06L UP TO T/W 10KT
"
,PGUM,RKSI,2,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2H RKSI,1743,1884,1791,GL,2021-12-10 0033,,,,,,,,24R,15L,"1. GUM/ICN NML RTE
2. GUM DEP RWY 24
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- GUM PREF RWY 06L UP TO T/W 10KT
"
,PGUM,RKSI,3,390,,Yes,No,,PGUM DCT UNZ G339 LUKRA Y208 INVOK Z91 PSN Y782 BITUX Z53 BASEM Y685 GUKDO GUKDO2E RKSI,1743,1824,1791,TL,2022-09-06 0126,,,,,,,,06L,33R,"1. GUM/ICN NML RTE
2. GUM DEP RWY 06 //ICN ARR 33//
3. NIL
4. RQ DUAL HF, EDTO A/C
5. RMK
- GUM PREF RWY 06L UP TO T/W 10KT
"
,PGUM,RKSI,20,390,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC V55 ROKKO Y38 SAPRA Y685 GUKDO GUKDO2H RKSI,1743,1971,1791,MJ,2024-12-06 0228,,,,,,,,06L,15L,"1. GUM/ICN DETOUR(KIX) RTE 2. GUM DEP RWY 06 3. NIL 4. RQ DUAL
HF, EDTO A/C 5. RMK     
"
,PGUM,RKSI,21,390,,Yes,No,,PGUM DCT UNZ G339 SABGU A339 TAXON A597 OTOWA DCT KEC V55 ROKKO Y38 SAPRA Y685 GUKDO GUKDO2H RKSI,1743,2099,1791,MJ,2024-12-06 0228,,,,,,,,06L,15L,"1. GUM/ICN DETOUR(KIX) RTE 2. GUM DPE RWY 06 3. NIL 4. RQ DUAL
HF, EDTO A/C 5. RMK - G339-KIX DETOUR RTE   
"
,PGUM,RKSI,22,390,,Yes,No,,PGUM DCT UNZ G339 AGIKA Z41 POTET Y579 RUGMA Y572 CJU Y722 OLMEN OLMEN2H RKSI,1743,1901,1791,TL,2022-12-16 0642,,,,,,,,06R,15L,"1. GUM/ICN DETOUR(Z41) RTE
2. GUM 06R DEP
3. NIL
4. 2 HF, EDTO A/C
5. RMK
- CHK Z41 AVBL VIA NOTAM

"
,PGUM,RKSI,23,390,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC V55 ROKKO Y38 SAPRA Y685 GUKDO GUKDO2H RKSI,1743,1971,1791,MJ,2024-12-06 0229,,,,,,,,24R,15L,"1. GUM/ICN DETOUR(KIX) RTE 2. GUM DEP RWY 24 3. NIL 4. RQ DUAL
HF, EDTO A/C 5. RMK     
"
,PGUM,RKSI,24,390,,Yes,No,,PGUM DCT UNZ A597 OTOWA DCT KEC V55 ROKKO Y38 MIHOU Y332 IGRAS B332 SABET L512 TENAS Y437 KAE Y697 KARBU KARBU2H RKSI,1743,2042,1791,MJ,2024-12-06 0229,,,,,,,,06L,15L,"1. GUM/ICN DETOUR(KIX, IGRAS) RTE 2. GUM DEP RWY 06 3. NIL 4.
RQ DUAL HF, EDTO A/C 5. RMK     
"
